fixedacidity volatileacidity citricacid residualsugar chlorides freesulfurdioxide totalsulfurdioxide density pH sulphates alcohol y
8.4 0.36 0.36 11.1 0.032 21 132 0.99313 2.95 0.39 13 2
6.3 0.27 0.29 12.2 0.044 59 196 0.99782 3.14 0.4 8.8 2
7.5 0.17 0.32 1.7 0.04 51 148 0.9916 3.21 0.44 11.5 3
5.9 0.23 0.3 12.9 0.054 57 170 0.9972 3.28 0.39 9.4 1
6.7 0.25 0.33 2.9 0.057 52 173 0.9934 3.02 0.48 9.5 3
7 0.22 0.3 1.4 0.04 14 63 0.98985 3.2 0.33 12 2
6.8 0.33 0.44 7 0.05 29 155 0.9955 3.14 0.42 9.5 1
8.9 0.13 0.49 1 0.028 6 24 0.9926 2.91 0.32 9.9 1
7.2 0.24 0.29 2.2 0.037 37 102 0.992 3.27 0.64 11 3
6.3 0.17 0.42 2.8 0.028 45 107 0.9908 3.27 0.43 11.8 2
6.2 0.36 0.32 4 0.036 44 92 0.98936 3.2 0.5 13.3 3
8.2 0.31 0.43 7 0.047 18 87 0.99628 3.23 0.64 10.6 1
6.1 0.25 0.3 1.2 0.036 42 107 0.991 3.34 0.56 10.8 3
7.3 0.19 0.27 13.9 0.057 45 155 0.99807 2.94 0.41 8.8 3
6.4 0.3 0.27 5 0.058 27 151 0.99198 3.22 0.49 12.2 2
7 0.24 0.36 4.9 0.083 10 133 0.9942 3.33 0.37 10.8 2
6.6 0.19 0.28 11.8 0.042 54 137 0.99492 3.18 0.37 10.8 2
7.4 0.18 0.36 13.1 0.056 72 163 1 3.42 0.35 9.1 2
6.6 0.19 0.41 8.9 0.046 51 169 0.9954 3.14 0.57 9.8 2
8 0.55 0.42 12.6 0.211 37 213 0.9988 2.99 0.56 9.3 1
7.6 0.18 0.36 2.4 0.049 38 123 0.996 3.6 0.46 10.3 1
7.4 0.19 0.3 12.8 0.053 48.5 229 0.9986 3.14 0.49 9.1 3
7.1 0.38 0.4 2.2 0.042 54 201 0.99177 3.03 0.5 11.4 1
7.2 0.18 0.41 1.2 0.048 41 97 0.9919 3.14 0.45 10.4 1
6.9 0.28 0.41 1.7 0.05 10 136 0.993 3.16 0.71 11.4 2
6.5 0.22 0.25 17.1 0.05 44 138 1.0001 3.3 0.37 8.8 1
6.4 0.41 0.01 6.1 0.048 20 70 0.99362 3.19 0.42 10 1
6.8 0.19 0.4 9.85 0.055 41 103 0.99532 2.98 0.56 10.5 2
6.9 0.18 0.36 1.3 0.036 40 117 0.9934 3.27 0.95 9.5 3
6.3 0.24 0.55 8.1 0.04 67 216 0.99596 3.24 0.5 9.2 1
6.4 0.32 0.23 16.2 0.055 36 176 0.9986 3.26 0.54 9.1 1
7.4 0.25 0.49 1.1 0.042 35 156 0.9917 3.13 0.55 11.3 1
6.2 0.3 0.17 2.8 0.04 24 125 0.9939 3.01 0.46 9 1
7.6 0.27 0.52 3.2 0.043 28 152 0.99129 3.02 0.53 11.4 2
6.1 0.38 0.2 6.6 0.033 25 137 0.9938 3.3 0.69 10.4 2
8.1 0.31 0.36 8.2 0.028 29 142 0.9925 3.01 0.34 13 3
6 0.17 0.29 9.7 0.044 33 98 0.99536 3.12 0.36 9.2 2
7.1 0.21 0.28 2.7 0.034 23 111 0.99405 3.35 0.64 10.2 1
9.2 0.25 0.34 1.2 0.026 31 93 0.9916 2.93 0.37 11.3 3
6.3 0.43 0.32 8.8 0.042 18 106 0.99172 3.28 0.33 12.9 3
6.6 0.21 0.31 11.4 0.039 46 165 0.99795 3.41 0.44 9.8 3
5.8 0.22 0.29 1.3 0.036 25 68 0.98865 3.24 0.35 12.6 2
7.1 0.2 0.35 3.2 0.034 21 107 0.99195 3.11 0.54 11.1 2
6.1 0.16 0.37 1.1 0.031 37 97 0.9922 3.4 0.58 10.5 2
7.6 0.36 0.44 8.3 0.255 28 142 0.9958 3.12 0.43 10.2 2
6.9 0.22 0.28 7.8 0.05 43 116 0.99326 3.22 0.6 11.5 3
6.5 0.36 0.49 2.9 0.03 16 94 0.9902 3.1 0.49 12.1 3
6.6 0.42 0.33 2.8 0.034 15 85 0.99 3.28 0.51 13.4 2
6.7 0.43 0.23 5 0.157 49 145 0.99471 3.17 0.49 9.4 1
5.8 0.335 0.14 5.8 0.046 49 197 0.9937 3.3 0.71 10.3 1
8.1 0.17 0.44 14.1 0.053 43 145 1.0006 3.28 0.75 8.8 3
5.7 0.385 0.04 12.6 0.034 22 115 0.9964 3.28 0.63 9.9 2
7.8 0.28 0.32 9 0.036 34 115 0.9952 3.17 0.39 10.3 3
8.1 0.24 0.33 10.2 0.048 46 141 0.9972 3.16 0.48 10.3 2
5.8 0.6 0 1.3 0.044 72 197 0.99202 3.56 0.43 10.9 1
6.4 0.16 0.25 1.3 0.047 20 77 0.9933 3.61 0.54 10.2 2
4.4 0.46 0.1 2.8 0.024 31 111 0.98816 3.48 0.34 13.1 2
6.8 0.45 0.28 26.05 0.031 27 122 1.00295 3.06 0.42 10.6 2
6.1 0.17 0.28 2.5 0.028 22 98 0.99072 3.16 0.37 11.1 3
6.7 0.2 0.41 9.1 0.044 50 166 0.9954 3.14 0.58 9.8 2
8.3 0.2 0.49 1.7 0.038 38 167 0.9939 3.05 0.37 10.1 2
7.2 0.27 0.46 18.75 0.052 45 255 1 3.04 0.52 8.9 1
6.8 0.16 0.4 2.3 0.037 18 102 0.9923 3.49 0.42 11.4 3
7.5 0.21 0.29 1.5 0.046 35 107 0.99123 3.15 0.45 11.3 2
6.9 0.23 0.38 8.3 0.047 47 162 0.9954 3.34 0.52 10.5 3
6.9 0.34 0.3 4.7 0.029 34 148 0.99165 3.36 0.49 12.3 3
6.5 0.46 0.24 11.5 0.051 56 171 0.99588 3.08 0.56 9.8 2
6.7 0.16 0.32 12.5 0.035 18 156 0.99666 2.88 0.36 9 2
7.6 0.22 0.34 9.7 0.035 26 143 0.9965 3.08 0.49 9.8 2
6.4 0.27 0.29 3.9 0.034 62 140 0.99237 3.1 0.59 11.1 2
6 0.21 0.3 8.7 0.036 47 127 0.99368 3.18 0.39 10.6 1
6.9 0.42 0.2 15.4 0.043 57 201 0.99848 3.08 0.54 9.4 1
5.2 0.155 0.33 1.6 0.028 13 59 0.98975 3.3 0.84 11.9 3
6.6 0.56 0.15 10 0.037 38 157 0.99642 3.28 0.52 9.4 1
7.1 0.44 0.62 11.8 0.044 52 152 0.9975 3.12 0.46 8.7 2
6.6 0.46 0.49 7.4 0.052 19 184 0.9956 3.11 0.38 9 1
6.4 0.17 0.27 1.5 0.037 20 98 0.9916 3.46 0.42 11 3
6.4 0.12 0.3 1.1 0.031 37 94 0.98986 3.01 0.56 11.7 2
6.4 0.13 0.47 1.6 0.092 40 158 0.9928 3.21 0.36 9.8 2
6.2 0.41 0.22 1.9 0.023 5 56 0.98928 3.04 0.79 13 3
6.7 0.24 0.29 14.9 0.053 55 136 0.99839 3.03 0.52 9 1
5.7 0.26 0.3 1.8 0.039 30 105 0.98995 3.48 0.52 12.5 3
6.3 0.23 0.5 10.4 0.043 61 132 0.99542 2.86 0.46 9.1 2
6.7 0.16 0.34 1.6 0.026 27 109 0.9934 3.34 0.58 10.1 2
6.6 0.21 0.34 5.6 0.046 30 140 0.99299 3.22 0.38 11 1
6.9 0.22 0.32 9.3 0.04 22 110 0.9958 3.34 0.54 10.7 3
6.9 0.31 0.32 1.2 0.024 20 166 0.99208 3.05 0.54 9.8 2
6.4 0.38 0.26 8.2 0.043 28 98 0.99234 2.99 0.31 11.4 2
6.5 0.36 0.28 3.2 0.037 29 119 0.9908 3.25 0.65 12.4 3
6.9 0.32 0.17 7.6 0.042 69 219 0.9959 3.13 0.4 8.9 1
6.9 0.33 0.21 1 0.053 39 148 0.9927 3.12 0.45 9.4 2
7.2 0.21 0.36 15.7 0.045 68 183 0.99922 3.25 0.76 9.4 1
6.2 0.36 0.14 8.9 0.036 38 155 0.99622 3.27 0.5 9.4 1
6 0.16 0.22 1.6 0.042 36 106 0.9905 3.24 0.32 11.4 2
7.1 0.38 0.29 13.6 0.041 30 137 0.99461 3.02 0.96 12.1 2
7.8 0.3 0.74 1.8 0.033 33 156 0.991 3.29 0.52 12.8 2
6.4 0.125 0.29 5.85 0.042 24 99 0.992 3.23 0.32 12 3
7.4 0.26 0.43 6 0.022 22 125 0.9928 3.13 0.55 11.5 2
6.7 0.47 0.34 8.9 0.043 31 172 0.9964 3.22 0.6 9.2 1
7.4 0.18 0.34 2.7 0.03 30 107 0.992 2.97 0.53 11 2
7.7 0.35 0.49 8.65 0.033 42 186 0.9931 3.14 0.38 12.4 3
6.6 0.4 0.32 1.7 0.035 39 84 0.99096 3.59 0.48 12.7 3
8.1 0.34 0.28 7.5 0.04 70 230 0.99558 3.14 0.55 9.8 2
6.3 0.33 0.2 17.9 0.066 36 161 0.9991 3.14 0.51 8.8 1
7.4 0.49 0.24 15.1 0.03 34 153 0.9953 3.13 0.51 12 3
6.6 0.26 0.31 4.8 0.138 41 168 0.9951 3.2 0.38 9.3 1
5.8 0.23 0.31 3.5 0.044 35 158 0.98998 3.19 0.37 12.1 3
7.5 0.23 0.35 17.8 0.058 128 212 1.00241 3.44 0.43 8.9 1
7.7 0.25 0.3 7.8 0.038 67 196 0.99555 3.1 0.5 10.1 1
6 0.17 0.21 6 0.05 26 134 0.9939 3.08 0.54 9.8 2
7.4 0.29 0.28 10.2 0.032 43 138 0.9951 3.1 0.47 10.6 2
6.5 0.26 0.31 3.6 0.03 36 92 0.99026 3.22 0.62 12.6 3
6.7 0.22 0.22 1.2 0.038 5 124 0.99098 3.1 0.37 11.2 1
8 0.24 0.3 17.45 0.056 43 184 0.9997 3.05 0.5 9.2 2
7.3 0.34 0.22 1.4 0.044 43 176 0.99286 3.14 0.46 9.9 1
6 0.29 0.21 1.3 0.055 42 168 0.9914 3.32 0.43 11.1 2
6.8 0.25 0.31 13.3 0.05 69 202 0.9972 3.22 0.48 9.7 2
6.6 0.21 0.39 2.3 0.041 31 102 0.99221 3.22 0.58 10.9 3
6.6 0.26 0.27 11.8 0.048 28 112 0.99606 2.87 0.49 9.7 2
5.7 0.27 0.32 1.2 0.046 20 155 0.9934 3.8 0.41 10.2 2
6.4 0.19 0.42 2.9 0.032 32 83 0.9908 3.3 0.41 11.7 2
8.6 0.18 0.28 0.8 0.032 25 78 0.99104 2.99 0.38 11.1 1
5.9 0.23 0.28 8.6 0.046 37 142 0.99432 3.23 0.53 10.6 2
6.5 0.2 0.24 9.2 0.044 25 150 0.99502 3.22 0.44 10.5 1
6.2 0.2 0.26 1.1 0.047 42 119 0.99158 3.48 0.6 11 3
6.2 0.28 0.43 13 0.039 64 233 0.99745 3.08 0.38 8.9 1
5.9 0.28 0.39 1.4 0.031 47 147 0.98836 3.08 0.64 12.9 3
6 0.39 0.13 1.2 0.042 60 172 0.99114 3.06 0.52 10.6 1
7.6 0.22 0.28 12 0.056 68 143 0.9983 2.99 0.3 9.2 2
5 0.455 0.18 1.9 0.036 33 106 0.98746 3.21 0.83 14 3
7.1 0.25 0.28 1.2 0.04 31 111 0.99174 3.18 0.53 11.1 1
6 0.17 0.29 5 0.028 25 108 0.99076 3.14 0.34 12.3 2
7.2 0.3 0.3 8.7 0.022 14 111 0.99576 3.11 0.61 10.6 1
6.3 0.13 0.42 1.1 0.043 63 146 0.99066 3.13 0.72 11.2 3
7 0.22 0.33 2.1 0.052 15 76 0.993 3.2 0.41 10.6 2
7.4 0.38 0.34 8.3 0.052 44 168 0.99627 3.11 0.52 9.2 1
7.1 0.44 0.27 8.4 0.057 60 160 0.99257 3.16 0.36 11.8 2
6.8 0.26 0.26 2 0.019 23.5 72 0.99041 3.16 0.47 11.8 2
7 0.47 0.07 1.1 0.035 17 151 0.991 3.02 0.34 10.5 1
6.1 0.25 0.24 12.1 0.046 51 172 0.998 3.35 0.45 9.5 1
6.4 0.24 0.5 11.6 0.047 60 211 0.9966 3.18 0.57 9.3 1
5.7 0.25 0.21 1.5 0.044 21 108 0.99142 3.3 0.59 11 2
6.7 0.26 0.29 7.1 0.036 28 100 0.99534 3.08 0.36 9.3 2
7.2 0.28 0.3 10.7 0.044 61 222 0.9972 3.14 0.5 9.1 2
6.1 0.32 0.25 1.7 0.034 37 136 0.992 3.47 0.5 10.8 3
6.9 0.31 0.32 1.6 0.036 34 114 0.99068 3.19 0.45 11.4 3
6.8 0.35 0.53 10.1 0.053 37 151 0.9963 3.07 0.4 9.4 1
6.7 0.17 0.42 10.4 0.038 85 182 0.99628 3.04 0.44 8.9 2
7.2 0.23 0.32 8.5 0.058 47 186 0.9956 3.19 0.4 9.9 2
6.4 0.29 0.3 2.9 0.036 25 79 0.99037 3.29 0.6 12.4 3
7.4 0.28 0.3 5.3 0.054 44 161 0.9941 3.12 0.48 10.3 2
6.5 0.4 0.31 3.5 0.046 22 147 0.99024 3.15 0.31 12 3
8.4 0.2 0.38 11.8 0.055 51 170 1.0004 3.34 0.82 8.9 2
6.2 0.3 0.42 2.2 0.036 28 128 0.9901 3.13 0.38 11.6 2
7.7 0.11 0.34 14.05 0.04 41 114 0.99634 3.07 0.59 11 3
7.9 0.22 0.45 14.2 0.038 53 141 0.9992 3.03 0.46 9.2 2
5.7 0.255 0.65 1.2 0.079 17 137 0.99307 3.2 0.42 9.4 1
6.5 0.26 0.34 1.4 0.04 25 184 0.99216 3.29 0.46 10.7 1
7.2 0.17 0.28 17.55 0.05 33 154 0.99971 2.94 0.43 9 3
7.6 0.29 0.49 9.6 0.03 45 197 0.9938 3.13 0.38 12.3 3
6 0.23 0.34 1.3 0.025 23 111 0.98961 3.36 0.37 12.7 2
6.8 0.32 0.34 6 0.05 5 129 0.9953 3.19 0.4 9.1 1
6.3 0.38 0.17 8.8 0.08 50 212 0.99803 3.47 0.66 9.4 1
6.3 0.17 0.32 4.2 0.04 37 117 0.99182 3.24 0.43 11.3 2
7.9 0.345 0.51 15.3 0.047 54 171 0.9987 3.09 0.51 9.1 1
5.7 0.22 0.22 16.65 0.044 39 110 0.99855 3.24 0.48 9 2
6.1 0.22 0.28 16.55 0.059 54 135 0.99665 3.2 0.38 10.5 1
7.1 0.23 0.35 16.5 0.04 60 171 0.999 3.16 0.59 9.1 2
7.5 0.25 0.32 8.2 0.024 53 209 0.99563 3.12 0.46 10.8 2
6.2 0.36 0.45 10.4 0.06 22 184 0.99711 3.31 0.56 9.8 2
6.7 0.62 0.24 1.1 0.039 6 62 0.9934 3.41 0.32 10.4 1
6.7 0.24 0.29 6.8 0.038 54 127 0.9932 3.33 0.46 11.6 3
6.8 0.3 0.23 4.6 0.061 50.5 238.5 0.9958 3.32 0.6 9.5 1
7 0.15 0.28 14.7 0.051 29 149 0.99792 2.96 0.39 9 3
7 0.33 0.32 1.2 0.053 38 138 0.9906 3.13 0.28 11.2 2
7 0.24 0.18 1.3 0.046 9 62 0.994 3.38 0.47 10.1 1
5.2 0.365 0.08 13.5 0.041 37 142 0.997 3.46 0.39 9.9 2
6.7 0.41 0.27 2.6 0.033 25 85 0.99086 3.05 0.34 11.7 2
6.4 0.105 0.29 1.1 0.035 44 140 0.99142 3.17 0.55 10.7 3
6 0.32 0.46 1.5 0.05 56 189 0.99308 3.24 0.49 9.6 1
6.5 0.32 0.48 8 0.026 18 88 0.99144 3.22 0.79 12.7 1
7.2 0.28 0.38 2 0.052 23 156 0.9912 3.13 0.52 11.1 1
5.8 0.32 0.31 2.7 0.049 25 153 0.99067 3.44 0.73 12.2 3
6.9 0.2 0.3 4.7 0.041 40 148 0.9932 3.16 0.35 10.2 2
6.8 0.18 0.28 9.8 0.039 29 113 0.99406 3.11 0.45 10.9 3
8.5 0.17 0.31 1 0.024 13 91 0.993 2.79 0.37 10.1 1
7.4 0.32 0.22 1.7 0.051 50 179 0.9955 3.28 0.69 8.9 1
6.2 0.22 0.2 20.8 0.035 58 184 1.00022 3.11 0.53 9 2
6.6 0.21 0.29 5.35 0.029 43 106 0.99112 2.93 0.43 11.5 3
7.1 0.18 0.26 1.3 0.041 20 71 0.9926 3.04 0.74 9.9 2
6.5 0.33 0.32 1 0.041 39 120 0.99004 3.06 0.37 12.2 2
6.5 0.23 0.36 16.3 0.038 43 133 0.99924 3.26 0.41 8.8 1
6.4 0.5 0.16 12.9 0.042 26 138 0.9974 3.28 0.33 9 1
6.6 0.26 0.22 18.15 0.05 23 139 0.99904 3.06 0.5 9.2 1
6.8 0.27 0.24 4.6 0.098 36 127 0.99412 3.15 0.49 9.6 2
6.3 0.23 0.33 1.5 0.036 15 105 0.991 3.32 0.42 11.2 2
8.5 0.23 0.34 1.3 0.035 54 110 0.99176 3.07 0.55 11 3
6.7 0.15 0.32 7.9 0.034 17 81 0.99512 3.29 0.31 10 2
8.1 0.2 0.49 11.8 0.048 46 212 0.9968 3.09 0.46 10 3
7 0.17 0.37 5.7 0.025 29 111 0.9938 3.2 0.49 10.8 2
8.5 0.24 0.39 10.4 0.044 20 142 0.9974 3.2 0.53 10 2
6.9 0.18 0.3 2 0.038 39 190 0.9914 3.32 0.37 12.2 2
8.1 0.2 0.4 2 0.037 19 87 0.9921 3.12 0.54 11.2 2
6.6 0.27 0.25 3.1 0.052 41 188 0.9915 3.24 0.4 11.3 1
7.6 0.38 0.28 4.2 0.029 7 112 0.9906 3 0.41 12.6 2
7.4 0.16 0.27 15.5 0.05 25 135 0.9984 2.9 0.43 8.7 3
7.6 0.19 0.41 1.1 0.04 38 143 0.9907 2.92 0.42 11.4 1
6.7 0.24 0.3 3.85 0.042 105 179 0.99189 3.04 0.59 11.3 3
7.9 0.51 0.36 6.2 0.051 30 173 0.9984 3.09 0.53 9.7 1
6.7 0.28 0.28 4.5 0.051 14 92 0.99224 3.36 0.58 11.9 2
8.4 0.31 0.31 0.95 0.021 52 148 0.99038 2.93 0.32 11.5 1
7.5 0.27 0.31 17.7 0.051 33 173 0.999 3.09 0.64 10.2 1
7.6 0.31 0.24 1.8 0.037 39 150 0.9913 3.05 0.44 11.8 3
6 0.26 0.29 3.1 0.041 37 144 0.98944 3.22 0.39 12.8 3
6.5 0.27 0.26 11 0.03 2 82 0.99402 3.07 0.36 11.2 1
7 0.24 0.34 3 0.035 36 102 0.9905 3.18 0.43 12.2 2
6.9 0.34 0.36 1.4 0.032 13 145 0.99214 3.07 0.52 9.8 1
6.1 0.28 0.3 7.75 0.031 33 139 0.99296 3.22 0.46 11 2
8.1 0.26 0.37 1.9 0.072 48 159 0.9949 3.37 0.7 10.9 2
5 0.35 0.25 7.8 0.031 24 116 0.99241 3.39 0.4 11.3 2
8 0.24 0.33 1.2 0.044 28 101 0.99035 3.03 0.43 12.5 2
7.8 0.39 0.26 9.9 0.059 33 181 0.9955 3.04 0.42 10.9 2
6.4 0.18 0.31 1.6 0.049 36 127 0.9934 3.6 0.67 10.4 3
6.4 0.32 0.26 7.9 0.05 53 180 0.99514 3.14 0.5 9.6 1
6.2 0.25 0.38 7.9 0.045 54 208 0.99572 3.17 0.46 9.1 1
6.7 0.18 0.3 6.4 0.048 40 251 0.9956 3.29 0.52 10 1
6.5 0.29 0.52 1.7 0.034 41 193 0.99223 3.25 0.59 10.4 2
7.7 0.34 0.58 11.1 0.039 41 151 0.9978 3.06 0.49 8.6 1
6.4 0.24 0.22 1.5 0.038 38 157 0.9934 3.41 0.55 9.9 2
6.8 0.24 0.29 2 0.044 15 96 0.99232 3.23 0.64 10.4 3
7.3 0.28 0.37 1.2 0.039 26 99 0.99198 3.01 0.62 10.8 1
7.8 0.29 0.36 7 0.042 38 161 0.9941 3.26 0.37 11.2 3
7.5 0.23 0.68 11 0.047 37 133 0.9978 2.99 0.38 8.8 1
7.2 0.29 0.4 7.6 0.024 56 177 0.9928 3.04 0.32 11.5 2
6.3 0.36 0.2 2 0.048 48 191 0.9929 3.17 0.51 9.6 1
8.5 0.21 0.26 9.25 0.034 73 142 0.9945 3.05 0.37 11.4 2
6.3 0.23 0.33 6.9 0.052 23 118 0.9938 3.23 0.46 10.4 2
5.9 0.24 0.34 2 0.037 40 108 0.98948 3.19 0.5 12.3 2
6.4 0.31 0.38 2.9 0.038 19 102 0.9912 3.17 0.35 11 3
7.1 0.21 0.72 1.6 0.167 65 120 0.99324 2.97 0.51 9.2 1
6.8 0.24 0.31 18.3 0.046 40 142 1 3.3 0.41 8.7 1
6.2 0.2 0.26 1.7 0.093 40 161 0.9924 3.44 0.66 11 1
5.8 0.28 0.3 3.9 0.026 36 105 0.98963 3.26 0.58 12.75 2
6.2 0.55 0.45 12 0.049 27 186 0.9974 3.17 0.5 9.3 2
6.5 0.22 0.28 3.7 0.059 29 151 0.99177 3.23 0.41 12.1 3
6.8 0.39 0.31 14.35 0.043 28 162 0.9988 3.17 0.54 9.1 1
7 0.17 0.74 12.8 0.045 24 126 0.9942 3.26 0.38 12.2 3
6.5 0.28 0.35 15.4 0.042 55 195 0.9978 3.23 0.5 9.6 2
7.3 0.25 0.36 2.1 0.034 30 177 0.99085 3.25 0.4 11.9 3
6.2 0.25 0.25 1.4 0.03 35 105 0.9912 3.3 0.44 11.1 3
6.5 0.3 0.29 2.25 0.037 8 210 0.9937 3.19 0.62 9.9 1
6.1 0.44 0.28 4.25 0.032 43 132 0.9916 3.26 0.47 11.26666667 3
6.9 0.24 0.36 20.8 0.031 40 139 0.9975 3.2 0.33 11 2
6.8 0.19 0.4 9.85 0.055 41 103 0.99532 2.98 0.56 10.5 2
6.5 0.34 0.36 11 0.052 53 247 0.9984 3.44 0.55 9.3 2
6.6 0.16 0.4 1.5 0.044 48 143 0.9912 3.54 0.52 12.4 3
6.3 0.25 0.44 1.7 0.024 36 116 0.98935 3.18 0.4 12.5 2
6.5 0.22 0.27 1.6 0.039 36 116 0.99178 3.38 0.57 11 3
6.8 0.28 0.6 1.1 0.132 42 127 0.9934 3.09 0.44 9.1 2
6.8 0.64 0.08 9.7 0.062 26 142 0.9972 3.37 0.46 8.9 1
6.5 0.425 0.4 13.1 0.038 59 241 0.9979 3.23 0.57 9 1
6.7 0.31 0.3 2.1 0.038 18 130 0.9928 3.36 0.63 10.6 2
6.4 0.26 0.4 1.7 0.179 5 60 0.9925 3.09 0.54 10.1 1
6.7 0.15 0.38 1.7 0.037 20 84 0.99046 3.09 0.53 11.4 2
5.8 0.33 0.23 5 0.053 29 106 0.99458 3.13 0.52 9 1
5.9 0.36 0.41 1.3 0.047 45 104 0.9917 3.33 0.51 10.6 2
6.2 0.66 0.48 1.2 0.029 29 75 0.9892 3.33 0.39 12.8 3
6.6 0.28 0.3 12.9 0.033 31 177 0.99479 3.12 0.39 11.2 2
7.5 0.23 0.36 7 0.036 43 161 0.9938 3.04 0.32 11 1
7.9 0.22 0.24 4.6 0.044 39 159 0.9927 2.99 0.28 11.5 2
7.2 0.24 0.19 7.7 0.045 53 176 0.9958 3.17 0.38 9.5 1
6 0.36 0.32 1.1 0.053 26 173 0.99414 3.38 0.54 8.8 1
5.8 0.24 0.28 1.4 0.038 40 76 0.98711 3.1 0.29 13.9 3
6.2 0.15 0.27 1.4 0.041 51 117 0.9909 3.28 0.38 11.2 2
6.4 0.35 0.28 12.6 0.039 19 124 0.99539 3.2 0.43 10.6 2
6.9 0.21 0.24 1.8 0.021 17 80 0.98992 3.15 0.46 12.3 3
7.4 0.21 0.27 1.2 0.041 27 99 0.9927 3.19 0.33 9.8 2
6.7 0.19 0.32 3.7 0.041 26 76 0.99173 2.9 0.57 10.5 3
6.4 0.28 0.17 8.3 0.042 61 195 0.99577 3.22 0.46 9.4 1
6.2 0.24 0.22 7.9 0.053 45 149 0.99545 3.23 0.52 9.3 1
7.2 0.24 0.36 2 0.029 21 63 0.99076 3.13 0.63 12.5 2
5.7 0.245 0.33 1.1 0.049 28 150 0.9927 3.13 0.42 9.3 1
6.9 0.35 0.74 1 0.044 18 132 0.992 3.13 0.55 10.2 1
6.2 0.25 0.44 15.8 0.057 39 167 0.99804 3.14 0.51 9.2 1
8 0.13 0.25 1.1 0.033 15 86 0.99044 2.98 0.39 11.2 3
6.7 0.24 0.33 12.3 0.046 31 145 0.9983 3.36 0.4 9.5 1
7.5 0.17 0.34 1.4 0.035 13 102 0.9918 3.05 0.74 11 1
7.2 0.2 0.3 2 0.039 43 188 0.9911 3.3 0.41 12 2
6.8 0.57 0.29 2.2 0.04 15 77 0.9938 3.32 0.74 10.2 1
6.8 0.45 0.36 5 0.033 28 156 0.991 3.11 0.4 12.4 3
8.9 0.32 0.49 1.6 0.05 17 131 0.9956 3.13 0.34 9.4 1
8.2 0.26 0.33 2.6 0.053 11 71 0.99402 2.89 0.49 9.5 1
6.8 0.29 0.32 1.8 0.032 18 130 0.99095 3.05 0.62 11.2 2
7.6 0.31 0.29 10.5 0.04 21 145 0.9966 3.04 0.35 9.4 1
5 0.24 0.34 1.1 0.034 49 158 0.98774 3.32 0.32 13.1 3
7.2 0.26 0.3 2.1 0.033 50 158 0.9909 3.33 0.43 12.1 3
6.3 0.23 0.22 3.75 0.039 37 116 0.9927 3.23 0.5 10.7 2
7.4 0.16 0.27 15.5 0.05 25 135 0.9984 2.9 0.43 8.7 3
6.3 0.22 0.28 2.4 0.042 38 102 0.98998 3.14 0.37 11.6 3
6.6 0.24 0.22 12.3 0.051 35 146 0.99676 3.1 0.67 9.4 1
8.1 0.26 0.3 7.8 0.049 39 152 0.9954 2.99 0.58 10 2
6.2 0.16 0.54 1.4 0.126 37 110 0.9932 3.23 0.37 8.9 2
7.6 0.27 0.3 9.2 0.018 23 96 0.9938 3.08 0.29 11 2
6.7 0.18 0.24 10.3 0.057 64 185 0.99519 3.12 0.5 10.6 2
6.6 0.27 0.31 5.3 0.137 35 163 0.9951 3.2 0.38 9.3 1
6.4 0.1 0.35 4.9 0.048 31 103 0.9947 3.43 0.79 9.7 2
6.4 0.33 0.24 1.6 0.054 25 117 0.9943 3.36 0.5 9.3 1
7 0.32 0.31 6.4 0.031 38 115 0.99235 3.38 0.58 12.2 3
7.3 0.32 0.48 13.3 0.06 57 196 0.9982 3.04 0.5 9.2 1
7.9 0.17 0.32 1.6 0.053 47 150 0.9948 3.29 0.76 9.6 2
6.7 0.53 0.29 4.3 0.069 20 114 0.99014 3.22 0.59 13.4 2
6.4 0.23 0.35 10.3 0.042 54 140 0.9967 3.23 0.47 9.2 1
7.4 0.18 0.29 1.4 0.042 34 101 0.99384 3.54 0.6 10.5 3
7.4 0.27 0.26 11.8 0.053 55 173 0.99699 3.11 0.6 9.8 1
7.5 0.23 0.49 7.7 0.049 61 209 0.9941 3.14 0.3 11.1 3
6.2 0.27 0.47 1.2 0.146 28 105 0.99224 3.23 0.51 10.1 1
5.8 0.28 0.66 9.1 0.039 26 159 0.9965 3.66 0.55 10.8 1
6.3 0.19 0.21 1.8 0.049 35 163 0.9924 3.31 0.5 10.3 2
6.8 0.32 0.23 3.3 0.026 31 99 0.9896 3.1 0.4 12.4 2
7.2 0.21 1 1.1 0.154 46 114 0.9931 2.95 0.43 9.2 2
7.3 0.19 0.27 13.9 0.057 45 155 0.99807 2.94 0.41 8.8 3
6.4 0.31 0.28 2.5 0.039 34 137 0.98946 3.22 0.38 12.7 2
5.8 0.2 0.16 1.4 0.042 44 99 0.98912 3.23 0.37 12.2 2
6.9 0.22 0.37 15 0.053 59 178 0.9992 3.37 0.82 9.5 3
6.8 0.37 0.28 1.9 0.024 64 106 0.98993 3.45 0.6 12.6 3
6.5 0.18 0.33 1.4 0.029 35 138 0.99114 3.36 0.6 11.5 3
6 0.36 0.39 3.2 0.027 20 125 0.991 3.38 0.39 11.3 3
6.7 0.18 0.28 10.2 0.039 29 115 0.99469 3.11 0.45 10.9 3
9.8 0.36 0.45 1.6 0.042 11 124 0.9944 2.93 0.46 10.8 1
8.1 0.27 0.41 1.45 0.033 11 63 0.9908 2.99 0.56 12 1
